"participant","TD_trial_number","TD_target_position","TD_rt","attention_state","TD_within_triplet_counter"
"6108649840bf2b927ef3905c",20,7,365.100000023842,"fast","3"
"6108649840bf2b927ef3905c",21,7,374.199999928474,"fast","1"
"6108649840bf2b927ef3905c",22,8,325.800000071526,"slow","2"
"6108649840bf2b927ef3905c",23,9,418.299999952316,"fast","3"
"6108649840bf2b927ef3905c",24,9,359.599999904633,"slow","3"
"61089f3545e100ffed96d0de",1,7,426,"slow","3"
"61089f3545e100ffed96d0de",3,5,391,"slow","1"
"61089f3545e100ffed96d0de",4,6,338,"slow","2"
"61089f3545e100ffed96d0de",5,7,428,"fast","1"
"61089f3545e100ffed96d0de",6,7,331,"fast","3"
"61089f3545e100ffed96d0de",7,5,361,"fast","1"
"61089f3545e100ffed96d0de",8,9,315,"fast","3"
"61089f3545e100ffed96d0de",9,6,392,"slow","3"
"61089f3545e100ffed96d0de",10,4,426,"slow","1"
"61089f3545e100ffed96d0de",11,8,339,"slow","2"
"61089f3545e100ffed96d0de",12,4,443,"fast","1"
"61089f3545e100ffed96d0de",13,8,473.000000000029,"slow","3"
"61089f3545e100ffed96d0de",14,8,293,"fast","3"
"61089f3545e100ffed96d0de",16,7,420,"slow","1"
"61089f3545e100ffed96d0de",17,6,347,"fast","3"
"61089f3545e100ffed96d0de",18,5,357,"fast","2"
"61089f3545e100ffed96d0de",19,6,352.000000000029,"fast","2"
"61089f3545e100ffed96d0de",20,6,477,"fast","1"
"61089f3545e100ffed96d0de",21,6,387,"slow","1"
"61089f3545e100ffed96d0de",22,7,384.000000000029,"fast","2"
"61089f3545e100ffed96d0de",23,7,309,"slow","2"
"61089f3545e100ffed96d0de",24,5,411,"slow","2"
"610cd5f2b38b2d1bffe55477",1,6,332.39999999851,"slow","2"
"610cd5f2b38b2d1bffe55477",2,8,356,"slow","3"
"610cd5f2b38b2d1bffe55477",3,8,378.699999999255,"fast","2"
"610cd5f2b38b2d1bffe55477",4,6,395.500000001863,"fast","2"
"610cd5f2b38b2d1bffe55477",5,4,383.300000000745,"fast","1"
"610cd5f2b38b2d1bffe55477",7,6,373.800000000745,"fast","1"
"610cd5f2b38b2d1bffe55477",8,6,383.599999999627,"slow","1"
"610cd5f2b38b2d1bffe55477",9,5,381.200000001118,"fast","2"
"610cd5f2b38b2d1bffe55477",10,7,323.900000000373,"slow","3"
"610cd5f2b38b2d1bffe55477",11,5,349.5,"slow","1"
"610cd5f2b38b2d1bffe55477",12,7,166.099999999627,"fast","1"
"610cd5f2b38b2d1bffe55477",13,7,376.5,"fast","3"
"610cd5f2b38b2d1bffe55477",14,6,416.699999999255,"slow","3"
"610cd5f2b38b2d1bffe55477",15,8,391.400000000373,"slow","2"
"610cd5f2b38b2d1bffe55477",16,5,605.500000001863,"slow","2"
"610cd5f2b38b2d1bffe55477",17,9,332.10000000149,"slow","3"
"610cd5f2b38b2d1bffe55477",18,4,470.599999999627,"slow","1"
"610cd5f2b38b2d1bffe55477",19,9,390.099999999627,"fast","3"
"610cd5f2b38b2d1bffe55477",20,6,353.099999999627,"fast","3"
"610cd5f2b38b2d1bffe55477",21,7,388,"slow","1"
"610cd5f2b38b2d1bffe55477",22,7,390.900000000373,"fast","2"
"610cd5f2b38b2d1bffe55477",23,8,345.39999999851,"fast","3"
"610cd5f2b38b2d1bffe55477",24,5,350.300000000745,"fast","1"
"610f615654fdbcac0f485a9d",1,8,317.099999964237,"fast","2"
"610f615654fdbcac0f485a9d",2,7,305.700000047684,"fast","2"
"610f615654fdbcac0f485a9d",3,5,308.999999940395,"fast","1"
"610f615654fdbcac0f485a9d",4,7,285.099999964237,"slow","3"
"610f615654fdbcac0f485a9d",5,6,309.199999988079,"slow","1"
"610f615654fdbcac0f485a9d",6,5,342.899999976158,"slow","2"
"610f615654fdbcac0f485a9d",7,7,336.5,"slow","1"
"610f615654fdbcac0f485a9d",8,9,344.300000011921,"fast","3"
"610f615654fdbcac0f485a9d",9,7,367.300000011921,"fast","1"
"610f615654fdbcac0f485a9d",10,8,378.900000035763,"slow","2"
"610f615654fdbcac0f485a9d",11,8,303.5,"fast","3"
"610f615654fdbcac0f485a9d",12,5,339.399999976158,"fast","2"
"610f615654fdbcac0f485a9d",13,4,330.300000011921,"fast","1"
"610f615654fdbcac0f485a9d",14,4,344.699999928474,"slow","1"
"610f615654fdbcac0f485a9d",15,5,326.999999940395,"slow","1"
"610f615654fdbcac0f485a9d",16,8,321.900000035763,"slow","3"
"610f615654fdbcac0f485a9d",17,6,307,"slow","2"
"610f615654fdbcac0f485a9d",18,6,317,"fast","2"
"610f615654fdbcac0f485a9d",19,9,284.000000059605,"slow","3"
"610f615654fdbcac0f485a9d",20,7,331.300000011921,"fast","3"
"610f615654fdbcac0f485a9d",21,6,339,"fast","1"
"610f615654fdbcac0f485a9d",22,6,340,"fast","3"
"610f615654fdbcac0f485a9d",23,7,284.899999976158,"slow","2"
"610f615654fdbcac0f485a9d",24,6,348.599999964237,"slow","3"
"61108719ddb956bd0e94733d",1,5,385.700000047684,"slow","1"
"61108719ddb956bd0e94733d",2,8,381.5,"fast","2"
"61108719ddb956bd0e94733d",3,6,374.199999928474,"fast","1"
"61108719ddb956bd0e94733d",4,6,481.100000023842,"fast","2"
"61108719ddb956bd0e94733d",5,4,392.499999880791,"fast","1"
"61108719ddb956bd0e94733d",6,7,386.599999904633,"slow","3"
"61108719ddb956bd0e94733d",7,7,426.800000071526,"slow","1"
"61108719ddb956bd0e94733d",8,5,378.100000023842,"fast","1"
"61108719ddb956bd0e94733d",9,5,393.300000071526,"slow","2"
"61108719ddb956bd0e94733d",10,7,418.700000047684,"slow","2"
"61108719ddb956bd0e94733d",11,8,382.399999976158,"slow","3"
"61108719ddb956bd0e94733d",12,4,406.600000143051,"slow","1"
"61108719ddb956bd0e94733d",13,5,346.799999952316,"fast","2"
"61108719ddb956bd0e94733d",14,9,526.200000047684,"fast","3"
"61108719ddb956bd0e94733d",15,6,510.799999952316,"slow","3"
"61108719ddb956bd0e94733d",16,9,418.199999928474,"slow","3"
"61108719ddb956bd0e94733d",17,8,454.5,"slow","2"
"61108719ddb956bd0e94733d",18,7,426.399999976158,"fast","1"
"61108719ddb956bd0e94733d",19,6,454.299999952316,"slow","2"
"61108719ddb956bd0e94733d",20,7,386.699999928474,"fast","2"
"61108719ddb956bd0e94733d",21,7,410.399999976158,"fast","3"
"61108719ddb956bd0e94733d",22,6,438.399999976158,"slow","1"
"61108719ddb956bd0e94733d",23,8,414.799999952316,"fast","3"
"61108719ddb956bd0e94733d",24,6,478.299999952316,"fast","3"
"6110af22d84e8b4c36b2f254",1,7,380.800000000017,"fast","2"
"6110af22d84e8b4c36b2f254",2,7,394,"fast","1"
"6110af22d84e8b4c36b2f254",3,6,344.799999999988,"fast","3"
"6110af22d84e8b4c36b2f254",4,7,348.70000000007,"slow","3"
"6110af22d84e8b4c36b2f254",5,8,408.199999999953,"slow","2"
"6110af22d84e8b4c36b2f254",6,6,431.200000000012,"slow","2"
"6110af22d84e8b4c36b2f254",7,4,326.800000000047,"slow","1"
"6110af22d84e8b4c36b2f254",9,7,394,"slow","2"
"6110af22d84e8b4c36b2f254",10,6,298.399999999965,"slow","3"
"6110af22d84e8b4c36b2f254",11,5,349.600000000035,"fast","2"
"6110af22d84e8b4c36b2f254",12,6,354.5,"fast","2"
"6110af22d84e8b4c36b2f254",13,9,345.199999999953,"fast","3"
"6110af22d84e8b4c36b2f254",14,5,347.799999999988,"slow","1"
"6110af22d84e8b4c36b2f254",16,8,368.200000000012,"fast","2"
"6110af22d84e8b4c36b2f254",17,5,417.299999999988,"fast","1"
"6110af22d84e8b4c36b2f254",18,4,358.000000000058,"fast","1"
"6110af22d84e8b4c36b2f254",19,7,338.200000000012,"fast","3"
"6110af22d84e8b4c36b2f254",20,9,351.29999999993,"slow","3"
"6110af22d84e8b4c36b2f254",21,5,384.400000000023,"slow","2"
"6110af22d84e8b4c36b2f254",22,6,381.800000000047,"fast","1"
"6110af22d84e8b4c36b2f254",23,7,356.599999999977,"slow","1"
"6110af22d84e8b4c36b2f254",24,8,365,"fast","3"
"6110cc212a3ac417ba55da29",1,9,478.400000095367,"fast","3"
"6110cc212a3ac417ba55da29",2,6,404.199999928474,"slow","3"
"6110cc212a3ac417ba55da29",3,6,404.799999952316,"slow","1"
"6110cc212a3ac417ba55da29",4,7,370.199999928474,"slow","3"
"6110cc212a3ac417ba55da29",5,5,508.600000023842,"slow","1"
"6110cc212a3ac417ba55da29",6,8,396.399999976158,"slow","3"
"6110cc212a3ac417ba55da29",7,6,347,"fast","1"
"6110cc212a3ac417ba55da29",8,4,487.400000095367,"fast","1"
"6110cc212a3ac417ba55da29",9,5,370.600000023842,"slow","2"
"6110cc212a3ac417ba55da29",10,7,354.799999952316,"fast","2"
"6110cc212a3ac417ba55da29",11,6,350.299999952316,"slow","2"
"6110cc212a3ac417ba55da29",12,9,352.699999928474,"slow","3"
"6110cc212a3ac417ba55da29",13,7,333.5,"fast","3"
"6110cc212a3ac417ba55da29",14,6,353.299999952316,"fast","2"
"6110cc212a3ac417ba55da29",15,7,338.499999880791,"fast","1"
"6110cc212a3ac417ba55da29",16,5,384.599999904633,"fast","1"
"6110cc212a3ac417ba55da29",17,8,317.299999952316,"slow","2"
"6110cc212a3ac417ba55da29",18,5,423.699999928474,"fast","2"
"6110cc212a3ac417ba55da29",19,4,389.400000095367,"slow","1"
"6110cc212a3ac417ba55da29",20,8,177.299999952316,"fast","2"
"6110cc212a3ac417ba55da29",21,7,344.200000047684,"slow","1"
"6110cc212a3ac417ba55da29",22,6,337.500000119209,"fast","3"
"6110cc212a3ac417ba55da29",23,8,316.5,"fast","3"
"6110cc212a3ac417ba55da29",24,7,409.299999952316,"slow","2"
"6111275700ef46b7947fc941",1,8,363.199999809265,"slow","2"
"6111275700ef46b7947fc941",2,9,415.799999952316,"slow","3"
"6111275700ef46b7947fc941",3,9,410.100000143051,"fast","3"
"6111275700ef46b7947fc941",5,6,393.799999952316,"fast","1"
"6111275700ef46b7947fc941",6,7,369.400000095367,"fast","2"
"6111275700ef46b7947fc941",7,4,419.600000143051,"slow","1"
"6111275700ef46b7947fc941",9,8,324.700000286102,"fast","2"
"6111275700ef46b7947fc941",10,6,354.599999904633,"slow","3"
"6111275700ef46b7947fc941",12,5,357.700000047684,"fast","2"
"6111275700ef46b7947fc941",13,7,360.200000047684,"slow","3"
"6111275700ef46b7947fc941",14,7,319.999999761581,"fast","3"
"6111275700ef46b7947fc941",15,7,324.799999952316,"slow","2"
"6111275700ef46b7947fc941",16,6,396.499999761581,"slow","2"
"6111275700ef46b7947fc941",17,6,337.200000047684,"slow","1"
"6111275700ef46b7947fc941",18,4,456.400000095367,"fast","1"
"6111275700ef46b7947fc941",19,7,415.200000047684,"slow","1"
"6111275700ef46b7947fc941",20,5,474.899999856949,"fast","1"
"6111275700ef46b7947fc941",21,5,415,"slow","1"
"6111275700ef46b7947fc941",22,5,360.899999856949,"slow","2"
"6111275700ef46b7947fc941",23,6,475.399999856949,"fast","3"
"6111275700ef46b7947fc941",24,8,403.299999952316,"fast","3"
"611131e47725f6a04c723651",1,5,425.099999904633,"slow","1"
"611131e47725f6a04c723651",2,7,384.400000095367,"fast","2"
"611131e47725f6a04c723651",3,5,399.100000143051,"fast","1"
"611131e47725f6a04c723651",4,9,379.299999713898,"fast","3"
"611131e47725f6a04c723651",5,7,424.999999761581,"fast","1"
"611131e47725f6a04c723651",6,8,397.900000095367,"fast","3"
"611131e47725f6a04c723651",7,8,437.599999904633,"slow","2"
"611131e47725f6a04c723651",8,9,377.100000143051,"slow","3"
"611131e47725f6a04c723651",9,6,411.200000047684,"slow","1"
"611131e47725f6a04c723651",10,5,418.299999952316,"slow","2"
"611131e47725f6a04c723651",11,7,396.199999809265,"fast","3"
"611131e47725f6a04c723651",12,4,357.299999952316,"fast","1"
"611131e47725f6a04c723651",13,6,382.300000190735,"fast","3"
"611131e47725f6a04c723651",14,6,390.400000095367,"slow","3"
"611131e47725f6a04c723651",15,5,448.699999809265,"fast","2"
"611131e47725f6a04c723651",16,8,382.299999952316,"slow","3"
"611131e47725f6a04c723651",17,8,363.099999904633,"fast","2"
"611131e47725f6a04c723651",18,7,405.199999809265,"slow","2"
"611131e47725f6a04c723651",19,7,376.899999856949,"slow","3"
"611131e47725f6a04c723651",20,6,389.200000047684,"slow","2"
"611131e47725f6a04c723651",21,7,437.700000047684,"slow","1"
"611131e47725f6a04c723651",22,6,413.500000238419,"fast","2"
"611131e47725f6a04c723651",23,4,389.5,"slow","1"
"611131e47725f6a04c723651",24,6,429.5,"fast","1"
"6111581348437c57e275bc60",1,8,370.859999908134,"slow","3"
"6111581348437c57e275bc60",2,6,391.965000075288,"slow","2"
"6111581348437c57e275bc60",3,8,424.534999998286,"fast","2"
"6111581348437c57e275bc60",4,6,392.924999934621,"fast","2"
"6111581348437c57e275bc60",5,6,276.725000003353,"slow","3"
"6111581348437c57e275bc60",6,4,557.719999924302,"slow","1"
"6111581348437c57e275bc60",7,6,376.219999976456,"fast","1"
"6111581348437c57e275bc60",8,5,413.424999918789,"fast","1"
"6111581348437c57e275bc60",9,4,369.30499994196,"fast","1"
"6111581348437c57e275bc60",10,5,350.115000037476,"slow","2"
"6111581348437c57e275bc60",11,6,393.159999977797,"slow","1"
"6111581348437c57e275bc60",12,6,320.189999998547,"fast","3"
"6111581348437c57e275bc60",13,5,391.655000043102,"fast","2"
"6111581348437c57e275bc60",14,7,274.764999980107,"fast","3"
"6111581348437c57e275bc60",15,7,348.210000083782,"fast","1"
"6111581348437c57e275bc60",16,8,313.459999975748,"slow","2"
"6111581348437c57e275bc60",17,8,398.210000013933,"fast","3"
"6111581348437c57e275bc60",19,7,396.700000041164,"slow","2"
"6111581348437c57e275bc60",20,9,427.434999961406,"fast","3"
"6111581348437c57e275bc60",21,7,376.264999969862,"slow","3"
"6111581348437c57e275bc60",22,7,394.95500002522,"slow","1"
"6111581348437c57e275bc60",23,7,425.185000058264,"fast","2"
"6111581348437c57e275bc60",24,5,498.499999986961,"slow","1"
"611178113c2efecb1c14a276",1,6,379.300000011921,"fast","3"
"611178113c2efecb1c14a276",2,4,352.300000011921,"slow","1"
"611178113c2efecb1c14a276",4,8,350.200000017881,"fast","3"
"611178113c2efecb1c14a276",5,9,372.799999982119,"slow","3"
"611178113c2efecb1c14a276",6,6,409.90000000596,"fast","2"
"611178113c2efecb1c14a276",7,9,274.100000023842,"fast","3"
"611178113c2efecb1c14a276",8,8,281.199999988079,"slow","3"
"611178113c2efecb1c14a276",9,7,406.200000017881,"slow","3"
"611178113c2efecb1c14a276",10,5,405.90000000596,"fast","1"
"611178113c2efecb1c14a276",11,8,348.40000000596,"slow","2"
"611178113c2efecb1c14a276",12,6,322.90000000596,"slow","1"
"611178113c2efecb1c14a276",13,5,380.59999999404,"fast","2"
"611178113c2efecb1c14a276",14,5,309.90000000596,"slow","1"
"611178113c2efecb1c14a276",15,7,332.100000023842,"slow","2"
"611178113c2efecb1c14a276",16,5,350.199999988079,"slow","2"
"611178113c2efecb1c14a276",17,4,456.199999988079,"fast","1"
"611178113c2efecb1c14a276",18,7,318.90000000596,"fast","3"
"611178113c2efecb1c14a276",19,8,269.499999970198,"fast","2"
"611178113c2efecb1c14a276",20,6,368.199999988079,"slow","2"
"611178113c2efecb1c14a276",21,7,408.700000017881,"slow","1"
"611178113c2efecb1c14a276",22,7,308.700000017881,"fast","1"
"611178113c2efecb1c14a276",23,6,332.799999982119,"slow","3"
"611178113c2efecb1c14a276",24,6,360.700000017881,"fast","1"
"61130408c5bc99955e662325",1,7,384.100000008941,"slow","3"
"61130408c5bc99955e662325",2,8,391.399999991059,"fast","3"
"61130408c5bc99955e662325",3,9,440.09999999404,"slow","3"
"61130408c5bc99955e662325",4,5,427.09999999404,"slow","1"
"61130408c5bc99955e662325",5,6,359.399999991059,"fast","2"
"61130408c5bc99955e662325",6,7,83.0999999940395,"fast","3"
"61130408c5bc99955e662325",7,5,426.799999982119,"fast","2"
"61130408c5bc99955e662325",8,6,421.20000000298,"slow","1"
"61130408c5bc99955e662325",9,7,422.79999999702,"fast","2"
"61130408c5bc99955e662325",10,5,378.29999999702,"fast","1"
"61130408c5bc99955e662325",11,6,451.5,"fast","3"
"61130408c5bc99955e662325",12,7,421,"slow","2"
"61130408c5bc99955e662325",13,4,434.70000000298,"fast","1"
"61130408c5bc99955e662325",14,7,425,"slow","1"
"61130408c5bc99955e662325",15,6,458.29999999702,"slow","3"
"61130408c5bc99955e662325",16,8,358.600000008941,"slow","3"
"61130408c5bc99955e662325",17,5,391.20000000298,"slow","2"
"61130408c5bc99955e662325",18,8,439.800000011921,"fast","2"
"61130408c5bc99955e662325",19,6,387.20000000298,"fast","1"
"61130408c5bc99955e662325",20,6,589.40000000596,"slow","2"
"61130408c5bc99955e662325",21,9,76.4000000059605,"fast","3"
"61130408c5bc99955e662325",22,4,406.79999999702,"slow","1"
"61130408c5bc99955e662325",23,8,401.20000000298,"slow","2"
"61130408c5bc99955e662325",24,7,423,"fast","1"
"611d952f4efd4b5ed6c1f9ae",1,5,376.5,"slow","2"
"611d952f4efd4b5ed6c1f9ae",2,7,378.299999952316,"fast","1"
"611d952f4efd4b5ed6c1f9ae",3,5,374.5,"slow","1"
"611d952f4efd4b5ed6c1f9ae",4,6,382.900000095367,"slow","1"
"611d952f4efd4b5ed6c1f9ae",5,8,397.900000095367,"fast","3"
"611d952f4efd4b5ed6c1f9ae",6,6,446.699999809265,"fast","3"
"611d952f4efd4b5ed6c1f9ae",7,6,455.5,"slow","3"
"611d952f4efd4b5ed6c1f9ae",8,4,397.099999904633,"fast","1"
"611d952f4efd4b5ed6c1f9ae",9,5,371.099999904633,"fast","1"
"611d952f4efd4b5ed6c1f9ae",10,8,358,"fast","2"
"611d952f4efd4b5ed6c1f9ae",11,4,374.199999809265,"slow","1"
"611d952f4efd4b5ed6c1f9ae",13,6,378,"slow","2"
"611d952f4efd4b5ed6c1f9ae",14,8,374.200000047684,"slow","2"
"611d952f4efd4b5ed6c1f9ae",15,7,383.299999952316,"slow","1"
"611d952f4efd4b5ed6c1f9ae",16,8,63.2000000476837,"slow","3"
"611d952f4efd4b5ed6c1f9ae",17,6,404.5,"fast","2"
"611d952f4efd4b5ed6c1f9ae",18,5,496.599999904633,"fast","2"
"611d952f4efd4b5ed6c1f9ae",19,7,398.200000047684,"slow","3"
"611d952f4efd4b5ed6c1f9ae",20,7,385.299999952316,"slow","2"
"611d952f4efd4b5ed6c1f9ae",21,6,365.800000190735,"fast","1"
"611d952f4efd4b5ed6c1f9ae",22,9,413.200000047684,"fast","3"
"611d952f4efd4b5ed6c1f9ae",23,9,401.499999761581,"slow","3"
"611d952f4efd4b5ed6c1f9ae",24,7,450.5,"fast","3"
"612039d9400fae9545b3c5a8",1,8,370.700000047684,"fast","2"
"612039d9400fae9545b3c5a8",2,6,390.700000286102,"fast","2"
"612039d9400fae9545b3c5a8",4,4,423.600000143051,"fast","1"
"612039d9400fae9545b3c5a8",5,5,394.700000047684,"slow","1"
"612039d9400fae9545b3c5a8",6,8,415.799999952316,"slow","2"
"612039d9400fae9545b3c5a8",7,7,394.600000143051,"fast","2"
"612039d9400fae9545b3c5a8",8,7,396.799999952316,"slow","2"
"612039d9400fae9545b3c5a8",9,7,414.700000286102,"fast","1"
"612039d9400fae9545b3c5a8",10,4,447.500000238419,"slow","1"
"612039d9400fae9545b3c5a8",11,8,340.900000095367,"slow","3"
"612039d9400fae9545b3c5a8",12,5,443.099999904633,"fast","1"
"612039d9400fae9545b3c5a8",13,7,399.999999761581,"slow","3"
"612039d9400fae9545b3c5a8",14,5,408.799999952316,"fast","2"
"612039d9400fae9545b3c5a8",15,7,385.600000143051,"slow","1"
"612039d9400fae9545b3c5a8",16,8,345.700000047684,"fast","3"
"612039d9400fae9545b3c5a8",17,9,393.299999952316,"fast","3"
"612039d9400fae9545b3c5a8",18,6,444,"slow","1"
"612039d9400fae9545b3c5a8",19,7,400.900000095367,"fast","3"
"612039d9400fae9545b3c5a8",20,6,438.600000143051,"slow","2"
"612039d9400fae9545b3c5a8",21,6,399.700000047684,"fast","1"
"612039d9400fae9545b3c5a8",22,6,408.799999952316,"fast","3"
"612039d9400fae9545b3c5a8",23,6,400.200000047684,"slow","3"
"612039d9400fae9545b3c5a8",24,9,357.200000047684,"slow","3"
"61281debe85082cc937dd9ae",1,5,320.199999988079,"fast","2"
"61281debe85082cc937dd9ae",2,7,391.899999976158,"slow","2"
"61281debe85082cc937dd9ae",3,8,24.3000000119209,"slow","3"
"61281debe85082cc937dd9ae",4,4,363.300000011921,"fast","1"
"61281debe85082cc937dd9ae",5,7,266.90000000596,"slow","1"
"61281debe85082cc937dd9ae",6,6,18.6000000238419,"slow","3"
"61281debe85082cc937dd9ae",7,5,390.699999988079,"fast","1"
"61281debe85082cc937dd9ae",8,7,325.59999999404,"fast","2"
"61281debe85082cc937dd9ae",9,4,352.59999999404,"slow","1"
"61281debe85082cc937dd9ae",10,7,330.5,"slow","3"
"61281debe85082cc937dd9ae",11,6,322.200000017881,"slow","2"
"61281debe85082cc937dd9ae",12,8,390.600000023842,"fast","2"
"61281debe85082cc937dd9ae",14,7,388.500000029802,"fast","1"
"61281debe85082cc937dd9ae",15,5,402.200000017881,"slow","2"
"61281debe85082cc937dd9ae",16,6,361.699999988079,"fast","2"
"61281debe85082cc937dd9ae",17,6,345.600000023842,"slow","1"
"61281debe85082cc937dd9ae",18,6,345.799999952316,"fast","1"
"61281debe85082cc937dd9ae",19,5,380,"slow","1"
"61281debe85082cc937dd9ae",20,8,351.09999999404,"slow","2"
"61281debe85082cc937dd9ae",22,6,239.09999999404,"fast","3"
"61281debe85082cc937dd9ae",23,8,447.299999982119,"fast","3"
"61281debe85082cc937dd9ae",24,9,284.90000000596,"slow","3"
"612eac9f6c232dc7efccc967",2,8,619,"fast","2"
"612eac9f6c232dc7efccc967",3,9,599,"fast","3"
"612eac9f6c232dc7efccc967",4,6,578,"fast","3"
"612eac9f6c232dc7efccc967",5,6,390,"slow","1"
"612eac9f6c232dc7efccc967",6,6,395,"slow","2"
"612eac9f6c232dc7efccc967",7,6,316,"slow","3"
"612eac9f6c232dc7efccc967",8,7,356,"slow","3"
"612eac9f6c232dc7efccc967",9,5,358,"slow","1"
"612eac9f6c232dc7efccc967",10,4,356,"fast","1"
"612eac9f6c232dc7efccc967",11,5,391,"fast","1"
"612eac9f6c232dc7efccc967",12,7,332,"fast","2"
"612eac9f6c232dc7efccc967",13,8,447,"fast","3"
"612eac9f6c232dc7efccc967",14,4,376,"slow","1"
"612eac9f6c232dc7efccc967",15,6,339,"fast","1"
"612eac9f6c232dc7efccc967",16,9,574,"slow","3"
"612eac9f6c232dc7efccc967",17,6,289,"fast","2"
"612eac9f6c232dc7efccc967",18,8,373,"slow","3"
"612eac9f6c232dc7efccc967",19,5,374,"fast","2"
"612eac9f6c232dc7efccc967",20,7,416,"fast","3"
"612eac9f6c232dc7efccc967",21,8,58,"slow","2"
"612eac9f6c232dc7efccc967",22,7,378,"slow","1"
"612eac9f6c232dc7efccc967",24,7,403,"fast","1"
"61338374ecef87bfdfd1c7bb",1,6,418.399999991059,"slow","2"
"61338374ecef87bfdfd1c7bb",2,6,459,"fast","1"
"61338374ecef87bfdfd1c7bb",3,8,584.29999999702,"fast","3"
"61338374ecef87bfdfd1c7bb",4,8,401,"slow","2"
"61338374ecef87bfdfd1c7bb",5,5,602.29999999702,"fast","2"
"61338374ecef87bfdfd1c7bb",6,7,437.79999999702,"slow","3"
"61338374ecef87bfdfd1c7bb",7,9,518.100000008941,"slow","3"
"61338374ecef87bfdfd1c7bb",8,8,405.40000000596,"fast","2"
"61338374ecef87bfdfd1c7bb",10,6,459,"fast","3"
"61338374ecef87bfdfd1c7bb",13,7,1102.5,"fast","3"
"61338374ecef87bfdfd1c7bb",14,6,527.499999985099,"fast","2"
"61338374ecef87bfdfd1c7bb",15,4,453.20000000298,"slow","1"
"61338374ecef87bfdfd1c7bb",16,7,453.600000008941,"fast","1"
"61338374ecef87bfdfd1c7bb",17,7,470,"slow","1"
"61338374ecef87bfdfd1c7bb",18,4,647.59999999404,"fast","1"
"61338374ecef87bfdfd1c7bb",19,9,388.399999991059,"fast","3"
"61338374ecef87bfdfd1c7bb",20,7,504.800000011921,"slow","2"
"61338374ecef87bfdfd1c7bb",21,6,653.000000014901,"slow","1"
"61338374ecef87bfdfd1c7bb",22,5,704.79999999702,"slow","2"
"61338374ecef87bfdfd1c7bb",23,6,521.700000017881,"slow","3"
"61338374ecef87bfdfd1c7bb",24,7,478.899999991059,"fast","2"
"61363ce02e6022a741d63a6e",1,5,352.39999999851,"slow","1"
"61363ce02e6022a741d63a6e",2,4,396.80000000447,"fast","1"
"61363ce02e6022a741d63a6e",4,6,379.500000007451,"slow","2"
"61363ce02e6022a741d63a6e",5,7,298.899999991059,"slow","3"
"61363ce02e6022a741d63a6e",6,6,309.19999999553,"slow","1"
"61363ce02e6022a741d63a6e",7,6,365.500000007451,"fast","1"
"61363ce02e6022a741d63a6e",8,7,309.29999999702,"fast","2"
"61363ce02e6022a741d63a6e",9,5,310.499999992549,"slow","2"
"61363ce02e6022a741d63a6e",10,7,350,"fast","1"
"61363ce02e6022a741d63a6e",11,5,437.39999999851,"fast","2"
"61363ce02e6022a741d63a6e",12,6,339.39999999851,"fast","2"
"61363ce02e6022a741d63a6e",13,8,393.30000000447,"slow","3"
"61363ce02e6022a741d63a6e",14,6,323.79999999702,"fast","3"
"61363ce02e6022a741d63a6e",15,7,372.09999999404,"fast","3"
"61363ce02e6022a741d63a6e",16,8,329.999999992549,"fast","3"
"61363ce02e6022a741d63a6e",17,4,402.30000000447,"slow","1"
"61363ce02e6022a741d63a6e",18,7,440.40000000596,"slow","2"
"61363ce02e6022a741d63a6e",19,6,339.000000007451,"slow","3"
"61363ce02e6022a741d63a6e",20,9,345.29999999702,"slow","3"
"61363ce02e6022a741d63a6e",21,9,360.39999999851,"fast","3"
"61363ce02e6022a741d63a6e",22,8,413,"slow","2"
"61363ce02e6022a741d63a6e",23,8,375.30000000447,"fast","2"
"61363ce02e6022a741d63a6e",24,5,412.10000000149,"fast","1"
"61452bbe86c21c0347085911",2,5,341.199999928474,"slow","2"
"61452bbe86c21c0347085911",3,6,303.899999976158,"fast","2"
"61452bbe86c21c0347085911",4,8,51.3000000715256,"slow","3"
"61452bbe86c21c0347085911",5,8,415.199999928474,"slow","2"
"61452bbe86c21c0347085911",6,5,340.899999976158,"fast","1"
"61452bbe86c21c0347085911",8,6,318.199999928474,"slow","1"
"61452bbe86c21c0347085911",9,7,352.299999952316,"slow","1"
"61452bbe86c21c0347085911",10,8,271,"fast","2"
"61452bbe86c21c0347085911",12,6,692.5,"fast","3"
"61452bbe86c21c0347085911",13,5,325,"slow","1"
"61452bbe86c21c0347085911",14,8,14.3000000715256,"fast","3"
"61452bbe86c21c0347085911",15,4,401.600000023842,"fast","1"
"61452bbe86c21c0347085911",16,7,305.399999976158,"fast","2"
"61452bbe86c21c0347085911",17,6,399,"slow","3"
"61452bbe86c21c0347085911",18,5,336.100000023842,"fast","2"
"61452bbe86c21c0347085911",19,6,411.499999880791,"slow","2"
"61452bbe86c21c0347085911",20,9,331.600000023842,"slow","3"
"61452bbe86c21c0347085911",21,7,433.900000095367,"slow","3"
"61452bbe86c21c0347085911",22,7,420.100000023842,"slow","2"
"61452bbe86c21c0347085911",23,4,345.800000071526,"slow","1"
"61452bbe86c21c0347085911",24,6,466,"fast","1"
"6148f3d1074988c7852c1774",1,6,373.700000047684,"fast","1"
"6148f3d1074988c7852c1774",2,9,301.700000047684,"fast","3"
